x y
17.293	0.194895682
17.326	0.199471935
17.359	0.200377761
17.393	0.195595559
17.426	0.184980466
17.459	0.1694322
17.493	0.150174936
17.526	0.128353608
17.559	0.104879453
17.592	0.080391785
17.626	0.055248572
17.659	0.029601482
17.692	0.003587873
17.726	-0.022419103
17.759	-0.047673494
17.792	-0.071229679
17.826	-0.092331059
17.859	-0.110640959
17.892	-0.126184163
17.926	-0.139141837
17.959	-0.149648195
17.992	-0.157693814
18.026	-0.163146746
18.059	-0.165827572
18.092	-0.165580259
18.126	-0.162311955
18.159	-0.156016553
18.192	-0.146768227
18.226	-0.134677459
18.259	-0.119871133
18.292	-0.102521687
18.326	-0.082870327
18.359	-0.061219867
18.392	-0.037930892
18.425	-0.013430832
18.459	0.011810992
18.492	0.037336432
18.525	0.062706015
18.559	0.087454435
18.592	0.111102599
18.625	0.13323477
18.659	0.153518114
18.692	0.171645452
18.725	0.187329679
18.759	0.200353326
18.792	0.210560012
18.825	0.217817091
18.859	0.222018098
18.892	0.223105438
18.925	0.221065148
18.959	0.215905955
18.992	0.207678473
19.025	0.196480441
19.059	0.182470683
19.092	0.165881503
19.125	0.146993375
19.158	0.126140006
19.192	0.103726663
19.225	0.080201544
19.258	0.055990511
19.292	0.031462527
19.325	0.006933146
19.358	-0.01730302
19.392	-0.040905107
19.425	-0.063441671
19.458	-0.0844221
19.492	-0.103394003
19.525	-0.120040779
19.558	-0.134208838
19.592	-0.145854548
19.625	-0.154976336
19.658	-0.161561813
19.692	-0.165544829
19.725	-0.166744044
19.758	-0.164860834
19.792	-0.159662022
19.825	-0.151162443
19.858	-0.139569093
19.892	-0.125109215
19.925	-0.107935001
19.958	-0.088116962
19.991	-0.06573259
20.025	-0.041108787
20.058	-0.01504596
20.091	0.011385481
20.125	0.037359122
20.158	0.062484882
20.191	0.086588926
20.225	0.109473683
20.258	0.130856061
20.291	0.150423121
20.325	0.167882348
20.358	0.182969847
20.391	0.19544197
20.425	0.205105858
20.458	0.211842829
20.491	0.215624957
20.525	0.216467951
20.558	0.214401481
20.591	0.209469181
20.625	0.201730391
20.658	0.191270633
20.691	0.178199862
20.724	0.162651073
20.758	0.144775061
20.791	0.124750375
20.824	0.102781043
20.858	0.079165342
20.891	0.054368228
20.924	0.028912775
20.958	0.003274238
20.991	-0.021951006
21.024	-0.046005657
21.058	-0.068278328
21.091	-0.08846149
21.124	-0.106403474
21.158	-0.121989439
21.191	-0.135121994
21.224	-0.145698166
21.258	-0.153603984
21.291	-0.158756021
21.324	-0.161111169
21.358	-0.16064342
21.391	-0.157351555
21.424	-0.151281125
21.458	-0.142524459
21.491	-0.131211759
21.524	-0.117485268
21.557	-0.101454942
21.591	-0.083165113
21.624	-0.062627475
21.657	-0.039943954
21.691	-0.015485957
21.724	0.01002011
21.757	0.035685176
21.791	0.060771143
21.824	0.084798218
21.857	0.107453813
21.891	0.128482064
21.924	0.1476381
21.957	0.164705151
21.991	0.179501878
22.024	0.191843101
22.057	0.201543641
22.091	0.208446418
22.124	0.21243275
22.157	0.213413625
22.191	0.211338428
22.224	0.206245558
22.257	0.198262422
22.29	0.187581007
22.324	0.174434314
22.357	0.159043477
22.39	0.141597166
22.424	0.122263805
22.457	0.101247074
22.49	0.078816451
22.524	0.055271436
22.557	0.030903149
22.59	0.006092595
22.624	-0.018500141
22.657	-0.042020023
22.69	-0.063808714
22.724	-0.083617328
22.757	-0.101463145
22.79	-0.117387006
22.824	-0.131279303
22.857	-0.142843506
22.89	-0.151729675
22.924	-0.15769713
22.957	-0.160632774
22.99	-0.160488784
23.024	-0.157269175
23.057	-0.151045331
23.09	-0.141948675
23.123	-0.130176953
23.157	-0.115958628
23.19	-0.099453224
23.223	-0.080709435
23.257	-0.059770196
23.29	-0.036874618
23.323	-0.012626759
23.357	0.012129689
23.39	0.036666401
23.423	0.06052732
23.457	0.083427611
23.49	0.105145266
23.523	0.125461422
23.557	0.144123705
23.59	0.160857572
23.623	0.175407335
23.657	0.187560063
23.69	0.197124467
23.723	0.203929506
23.757	0.207837298
23.79	0.208779776
23.823	0.206758685
23.856	0.201842092
23.89	0.194141699
23.923	0.183821567
23.956	0.171088518
23.99	0.156158797
24.023	0.139215839
24.056	0.12043086
24.09	0.099992182
24.123	0.078108545
24.156	0.055022028
24.19	0.031035096
24.223	0.006592283
24.256	-0.017596235
24.29	-0.040664252
24.323	-0.061952033
24.356	-0.081177009
24.39	-0.09828717
24.423	-0.113285657
24.456	-0.126138261
24.49	-0.136734504
24.523	-0.144914862
24.556	-0.150523652
24.59	-0.153424739
24.623	-0.153496297
24.656	-0.15065717
24.689	-0.144914164
24.723	-0.13639242
24.756	-0.125314989
24.789	-0.111928663
24.823	-0.096407974
24.856	-0.078810517
24.889	-0.059116571
24.923	-0.037357202
24.956	-0.013820041
24.989	0.010798178
25.023	0.035546074
25.056	0.059602296
25.089	0.082478675
25.123	0.103925107
25.156	0.123762868
25.189	0.141812714
25.223	0.15790273
25.256	0.171856986
25.289	0.183482974
25.323	0.192595338
25.356	0.199046075
25.389	0.202733955
25.422	0.203622328
25.456	0.2017269
25.489	0.197072107
25.522	0.189705072
25.556	0.179711317
25.589	0.167249666
25.622	0.15254422
25.656	0.135851891
25.689	0.117427323
25.722	0.097490252
25.756	0.076210674
25.789	0.05374916
25.822	0.030346563
25.856	0.006448643
25.889	-0.017204758
25.922	-0.039733817
25.956	-0.060488574
25.989	-0.07920374
26.022	-0.095832888
26.056	-0.110366768
26.089	-0.122763842
26.122	-0.132932304
26.156	-0.140728167
26.189	-0.145977419
26.222	-0.148514429
26.255	-0.148241634
26.289	-0.145179105
26.322	-0.139455647
26.355	-0.13123759
26.389	-0.120658102
26.422	-0.107813875
26.455	-0.092800029
26.489	-0.075690566
26.522	-0.056503813
26.555	-0.035280609
26.589	-0.012294274
26.622	0.01177818
26.655	0.035996369
26.689	0.059525327
26.722	0.081843376
26.755	0.102691683
26.789	0.121935159
26.822	0.139445699
26.855	0.155058018
26.889	0.168586239
26.922	0.179836981
26.955	0.188631695
26.988	0.194829359
27.022	0.19833398
27.055	0.199079236
27.088	0.197063381
27.122	0.192347501
27.155	0.185045043
27.188	0.175276435
27.222	0.163183224
27.255	0.148934356
27.288	0.132738398
27.322	0.114796414
27.355	0.095246632
27.388	0.074168988
27.422	0.051697525
27.455	0.028220054
27.488	0.004508709
27.522	-0.018485829
27.555	-0.040047103
27.588	-0.059844373
27.622	-0.077775188
27.655	-0.093790503
